TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,CFID,CFPARAMS,Season
1610612766,Charlotte Hornets,82,49,33,0.598,3956.0,101.7,98.9,2.8,0.689,1.68,18.7,0.257,0.732,0.5,0.152,0.475,0.53,96.31,0.541,1,10,10,10,19,17,9,9,1,4,4,26,3,17,8,18,11,12,7,10,Charlotte Hornets,1999-00
1610612741,Chicago Bulls,82,17,65,0.207,3961.0,91.2,102.3,-11.1,0.638,1.05,15.9,0.299,0.699,0.495,0.204,0.443,0.49,91.95,0.417,1,28,28,28,17,29,17,28,8,29,26,12,20,21,29,29,28,28,28,10,Chicago Bulls,1999-00
1610612739,Cleveland Cavaliers,82,32,50,0.39,3971.0,97.9,100.9,-3.0,0.652,1.36,17.5,0.281,0.712,0.494,0.176,0.468,0.516,98.42,0.475,1,22,22,22,2,26,14,23,6,20,10,21,16,22,26,23,22,3,23,10,Cleveland Cavaliers,1999-00
1610612742,Dallas Mavericks,82,40,42,0.488,3946.0,103.8,104.5,-0.7,0.567,1.61,16.8,0.255,0.661,0.459,0.14,0.49,0.532,97.39,0.493,1,18,18,18,26,7,24,18,24,7,16,27,29,29,1,8,10,6,18,10,Dallas Mavericks,1999-00
1610612743,Denver Nuggets,82,35,47,0.427,3971.0,100.8,102.8,-2.0,0.625,1.49,17.3,0.292,0.716,0.502,0.159,0.476,0.517,97.38,0.483,1,19,19,19,2,19,18,22,10,14,13,16,13,15,14,16,20,7,20,10,Denver Nuggets,1999-00
1610612765,Detroit Pistons,82,42,40,0.512,3966.0,104.6,103.1,1.6,0.561,1.33,15.9,0.268,0.716,0.493,0.159,0.492,0.548,98.19,0.506,1,15,15,15,7,4,20,12,25,22,25,24,12,23,13,6,2,4,13,10,Detroit Pistons,1999-00
1610612744,Golden State Warriors,82,19,63,0.232,3951.0,96.9,105.8,-8.9,0.618,1.42,16.5,0.326,0.691,0.497,0.161,0.444,0.484,98.0,0.431,1,27,27,27,22,27,28,27,11,17,19,1,27,19,17,28,29,5,27,10,Golden State Warriors,1999-00
1610612745,Houston Rockets,82,34,48,0.415,3966.0,101.6,103.1,-1.5,0.591,1.24,16.4,0.291,0.716,0.508,0.178,0.494,0.536,96.84,0.49,1,21,21,21,7,18,21,21,18,24,20,17,14,10,27,4,6,9,19,10,Houston Rockets,1999-00
1610612754,Indiana Pacers,82,56,26,0.683,3946.0,105.9,100.8,5.2,0.609,1.6,17.6,0.249,0.715,0.491,0.148,0.503,0.552,95.55,0.534,1,3,3,3,26,1,13,5,14,8,8,28,15,24,7,1,1,15,8,10,Indiana Pacers,1999-00
1610612746,Los Angeles Clippers,82,15,67,0.183,3940.0,95.2,107.3,-12.2,0.514,1.12,14.3,0.261,0.696,0.471,0.167,0.458,0.499,96.48,0.411,1,29,29,29,29,28,29,29,29,28,29,25,25,27,22,26,27,11,29,10,Los Angeles Clippers,1999-00
1610612747,Los Angeles Lakers,82,67,15,0.817,3961.0,104.6,95.6,9.0,0.612,1.68,17.6,0.306,0.731,0.521,0.145,0.484,0.525,95.83,0.573,1,1,1,1,14,5,1,1,13,3,9,5,5,2,3,14,15,14,1,10,Los Angeles Lakers,1999-00
1610612748,Miami Heat,82,52,30,0.634,3966.0,102.2,97.7,4.5,0.649,1.57,18.5,0.282,0.729,0.516,0.162,0.495,0.533,92.2,0.543,1,7,7,7,7,12,5,6,7,9,5,19,8,4,19,3,8,26,5,10,Miami Heat,1999-00
1610612749,Milwaukee Bucks,82,42,40,0.512,3971.0,104.9,104.9,0.0,0.583,1.51,17.2,0.3,0.696,0.499,0.155,0.494,0.539,95.55,0.498,1,15,15,15,2,3,26,17,21,13,14,11,26,18,9,5,5,16,15,10,Milwaukee Bucks,1999-00
1610612750,Minnesota Timberwolves,82,50,32,0.61,3981.0,103.4,100.2,3.2,0.684,1.94,20.0,0.294,0.73,0.51,0.146,0.485,0.525,94.44,0.531,1,8,8,8,1,8,12,8,3,1,1,14,7,8,6,13,14,21,9,10,Minnesota Timberwolves,1999-00
1610612751,New Jersey Nets,82,31,51,0.378,3966.0,102.3,103.3,-1.0,0.567,1.51,15.9,0.281,0.672,0.47,0.142,0.468,0.517,95.14,0.479,1,23,23,23,7,11,22,20,23,12,24,20,28,28,2,22,21,20,21,10,New Jersey Nets,1999-00
1610612752,New York Knicks,82,50,32,0.61,3966.0,99.8,98.1,1.7,0.548,1.32,15.9,0.247,0.731,0.497,0.159,0.482,0.527,91.66,0.507,1,8,8,8,7,21,7,11,26,23,23,29,4,20,12,15,12,29,12,10,New York Knicks,1999-00
1610612753,Orlando Magic,82,41,41,0.5,3951.0,99.4,98.9,0.5,0.539,1.18,15.4,0.316,0.699,0.508,0.175,0.473,0.516,100.19,0.497,1,17,17,17,22,23,8,15,27,27,27,3,21,11,25,21,23,2,16,10,Orlando Magic,1999-00
1610612755,Philadelphia 76ers,82,49,33,0.598,3966.0,98.5,97.5,0.9,0.607,1.42,16.7,0.314,0.699,0.503,0.163,0.457,0.501,95.29,0.508,1,10,10,10,7,25,4,13,15,18,17,4,22,12,20,27,26,18,11,10,Philadelphia 76ers,1999-00
1610612756,Phoenix Suns,82,53,29,0.646,3961.0,101.8,96.2,5.6,0.678,1.53,18.9,0.293,0.705,0.503,0.172,0.491,0.532,96.67,0.542,1,5,5,5,14,15,3,4,4,11,3,15,19,13,24,7,9,10,6,10,Phoenix Suns,1999-00
1610612757,Portland Trail Blazers,82,59,23,0.72,3956.0,105.1,97.7,7.4,0.637,1.55,18.3,0.303,0.724,0.524,0.164,0.501,0.546,92.45,0.559,1,2,2,2,19,2,6,2,9,10,6,8,9,1,21,2,3,25,2,10,Portland Trail Blazers,1999-00
1610612758,Sacramento Kings,82,44,38,0.537,3961.0,101.9,99.9,2.0,0.596,1.47,17.1,0.277,0.697,0.486,0.157,0.486,0.526,101.91,0.513,1,14,14,14,18,14,11,10,17,16,15,23,23,26,10,12,13,1,10,10,Sacramento Kings,1999-00
1610612759,San Antonio Spurs,82,53,29,0.646,3971.0,102.8,95.7,7.1,0.616,1.48,17.5,0.278,0.73,0.514,0.161,0.488,0.535,93.13,0.556,1,5,5,5,2,9,2,3,12,15,11,22,6,5,16,10,7,24,3,10,San Antonio Spurs,1999-00
1610612760,Seattle SuperSonics,82,45,37,0.549,3956.0,102.6,101.8,0.8,0.604,1.63,17.3,0.285,0.696,0.488,0.145,0.487,0.52,96.0,0.496,1,12,12,12,19,10,16,14,16,6,12,18,24,25,5,11,18,13,17,10,Seattle SuperSonics,1999-00
1610612761,Toronto Raptors,82,45,37,0.549,3951.0,101.8,101.7,0.0,0.653,1.71,17.9,0.301,0.718,0.502,0.145,0.464,0.511,95.21,0.5,1,12,12,12,22,16,15,16,5,2,7,9,10,14,4,24,24,19,14,10,Toronto Raptors,1999-00
1610612762,Utah Jazz,82,55,27,0.671,3951.0,104.0,99.8,4.2,0.689,1.67,19.3,0.295,0.732,0.518,0.16,0.49,0.54,92.18,0.551,1,4,4,4,22,6,10,7,2,5,2,13,2,3,15,9,4,27,4,10,Utah Jazz,1999-00
1610612763,Vancouver Grizzlies,82,22,60,0.268,3971.0,99.7,105.3,-5.6,0.588,1.23,16.3,0.301,0.706,0.502,0.179,0.474,0.524,93.53,0.457,1,26,26,26,2,22,27,25,20,25,21,10,18,16,28,20,16,23,26,10,Vancouver Grizzlies,1999-00
1610612764,Washington Wizards,82,29,53,0.354,3961.0,100.7,104.1,-3.4,0.588,1.34,16.6,0.306,0.717,0.509,0.168,0.476,0.521,95.32,0.471,1,24,24,24,14,20,23,24,19,21,18,6,11,9,23,17,17,17,24,10,Washington Wizards,1999-00
1610612737,Atlanta Hawks,82,25,57,0.305,3946.0,95.6,101.9,-6.3,0.542,1.14,15.0,0.289,0.708,0.497,0.175,0.456,0.5,94.54,0.452,1,25,25,25,27,27,21,25,29,29,29,13,21,20,28,25,26,11,26,10,Atlanta Hawks,2000-01
1610612738,Boston Celtics,82,36,46,0.439,3966.0,99.0,100.9,-1.9,0.616,1.33,16.4,0.253,0.727,0.48,0.164,0.473,0.521,95.01,0.468,1,20,20,20,13,17,16,20,12,21,19,26,7,26,20,14,12,9,23,10,Boston Celtics,2000-01
1610612766,Charlotte Hornets,82,46,36,0.561,3976.0,99.3,96.3,3.0,0.679,1.61,18.0,0.298,0.745,0.522,0.156,0.457,0.506,92.04,0.527,1,14,14,14,9,16,6,10,2,6,6,7,1,2,11,24,23,23,7,10,Charlotte Hornets,2000-01
1610612741,Chicago Bulls,82,15,67,0.183,3971.0,94.3,104.9,-10.6,0.665,1.4,17.5,0.266,0.703,0.476,0.17,0.45,0.495,91.72,0.432,1,29,29,29,11,29,28,29,3,18,10,23,24,28,25,28,28,26,28,10,Chicago Bulls,2000-01
1610612739,Cleveland Cavaliers,82,30,52,0.366,3966.0,97.4,102.0,-4.6,0.591,1.27,16.3,0.297,0.711,0.505,0.174,0.459,0.509,93.92,0.469,1,23,23,23,13,23,22,23,20,25,20,8,19,8,27,23,22,17,22,10,Cleveland Cavaliers,2000-01
1610612742,Dallas Mavericks,82,53,29,0.646,3961.0,104.5,100.1,4.4,0.564,1.52,16.6,0.241,0.707,0.48,0.145,0.498,0.544,95.52,0.523,1,5,5,5,18,4,13,6,24,10,17,29,23,27,3,3,2,6,9,10,Dallas Mavericks,2000-01
1610612743,Denver Nuggets,82,40,42,0.488,3956.0,101.1,103.1,-2.0,0.661,1.73,18.2,0.283,0.718,0.498,0.145,0.47,0.511,95.32,0.48,1,19,19,19,21,12,25,21,6,3,5,15,15,18,4,16,19,7,20,10,Denver Nuggets,2000-01
1610612765,Detroit Pistons,82,32,50,0.39,3971.0,97.3,98.9,-1.6,0.558,1.25,15.1,0.293,0.722,0.503,0.162,0.453,0.498,97.46,0.48,1,21,21,21,11,24,8,19,25,26,28,10,12,9,17,26,27,1,19,10,Detroit Pistons,2000-01
1610612744,Golden State Warriors,82,17,65,0.207,3956.0,94.5,104.9,-10.4,0.609,1.37,16.0,0.333,0.697,0.5,0.162,0.429,0.47,96.8,0.427,1,28,28,28,21,28,29,28,13,19,22,1,29,16,18,29,29,3,29,10,Golden State Warriors,2000-01
1610612745,Houston Rockets,82,45,37,0.549,3966.0,103.6,101.7,1.9,0.548,1.34,15.8,0.275,0.719,0.503,0.156,0.492,0.538,92.91,0.509,1,15,15,15,13,7,18,15,27,20,23,18,13,12,12,7,6,20,16,10,Houston Rockets,2000-01
1610612754,Indiana Pacers,82,41,41,0.5,3996.0,99.4,99.2,0.2,0.623,1.42,17.1,0.27,0.714,0.499,0.163,0.471,0.519,91.93,0.51,1,18,18,18,3,15,10,17,10,17,13,22,17,17,19,15,13,24,15,10,Indiana Pacers,2000-01
1610612746,Los Angeles Clippers,82,31,51,0.378,4006.0,98.4,101.8,-3.5,0.547,1.23,15.5,0.283,0.711,0.503,0.168,0.476,0.514,92.15,0.476,1,22,22,22,2,20,20,22,28,27,27,16,20,11,24,12,16,22,21,10,Los Angeles Clippers,2000-01
1610612747,Los Angeles Lakers,82,56,26,0.683,3981.0,105.6,101.7,3.9,0.607,1.59,17.5,0.311,0.725,0.52,0.152,0.498,0.535,94.33,0.532,1,2,2,2,6,2,19,8,14,7,9,3,10,4,7,2,7,13,6,10,Los Angeles Lakers,2000-01
1610612748,Miami Heat,82,50,32,0.61,3976.0,98.6,95.7,2.9,0.605,1.45,16.6,0.243,0.727,0.486,0.152,0.469,0.515,89.42,0.523,1,9,9,9,8,19,4,11,15,14,18,27,8,24,8,17,15,28,8,10,Miami Heat,2000-01
1610612749,Milwaukee Bucks,82,52,30,0.634,3956.0,106.3,101.2,5.1,0.593,1.64,17.4,0.281,0.711,0.498,0.145,0.499,0.542,94.75,0.519,1,7,7,7,21,1,17,3,17,4,11,17,18,19,2,1,3,10,13,10,Milwaukee Bucks,2000-01
1610612750,Minnesota Timberwolves,82,47,35,0.573,3966.0,102.7,100.7,2.1,0.662,1.83,19.2,0.286,0.719,0.5,0.146,0.482,0.523,94.33,0.518,1,12,12,12,13,9,15,14,4,2,2,14,14,15,5,10,11,14,14,10,Minnesota Timberwolves,2000-01
1610612751,New Jersey Nets,82,26,56,0.317,3946.0,96.9,103.0,-6.1,0.576,1.33,15.6,0.257,0.7,0.473,0.155,0.452,0.504,94.46,0.446,1,24,24,24,28,25,24,24,23,22,26,25,25,29,10,27,25,12,27,10,New Jersey Nets,2000-01
1610612752,New York Knicks,82,48,34,0.585,3981.0,98.7,95.5,3.1,0.552,1.28,15.7,0.242,0.743,0.501,0.161,0.476,0.523,89.0,0.52,1,11,11,11,6,18,3,9,26,24,24,28,2,14,16,11,10,29,12,10,New York Knicks,2000-01
1610612753,Orlando Magic,82,43,39,0.524,3991.0,100.4,99.2,1.2,0.598,1.45,16.6,0.291,0.698,0.489,0.156,0.474,0.513,95.82,0.495,1,17,17,17,4,14,11,16,16,15,16,12,28,23,13,13,18,4,17,10,Orlando Magic,2000-01
1610612755,Philadelphia 76ers,82,56,26,0.683,3971.0,100.7,96.2,4.5,0.583,1.31,16.2,0.312,0.725,0.523,0.168,0.468,0.518,93.14,0.536,1,2,2,2,10,13,5,5,21,23,21,2,9,1,23,19,14,19,5,10,Philadelphia 76ers,2000-01
1610612756,Phoenix Suns,82,51,31,0.622,3961.0,97.5,95.4,2.1,0.647,1.52,17.7,0.273,0.737,0.501,0.158,0.46,0.506,95.71,0.521,1,8,8,8,18,22,2,13,9,11,8,19,4,13,14,22,24,5,11,10,Phoenix Suns,2000-01
1610612757,Portland Trail Blazers,82,50,32,0.61,3956.0,103.6,99.0,4.6,0.653,1.56,18.7,0.3,0.724,0.519,0.166,0.497,0.539,91.65,0.544,1,9,9,9,26,6,9,4,8,8,3,6,11,5,22,4,5,27,3,10,Portland Trail Blazers,2000-01
1610612758,Sacramento Kings,82,55,27,0.671,4016.0,102.8,97.0,5.8,0.591,1.52,16.9,0.272,0.707,0.495,0.15,0.484,0.529,96.97,0.54,1,4,4,4,1,8,7,2,19,12,15,20,22,22,6,9,9,2,4,10,Sacramento Kings,2000-01
1610612759,San Antonio Spurs,82,58,24,0.707,3966.0,104.7,94.9,9.8,0.617,1.55,17.4,0.271,0.737,0.515,0.152,0.496,0.541,91.84,0.573,1,1,1,1,13,3,1,1,11,9,12,21,3,6,9,6,4,25,1,10,San Antonio Spurs,2000-01
1610612760,Seattle SuperSonics,82,44,38,0.537,3961.0,102.6,102.7,-0.1,0.592,1.43,17.0,0.291,0.698,0.496,0.161,0.491,0.53,94.18,0.494,1,16,16,16,18,10,23,18,18,16,14,11,26,21,15,8,8,15,18,10,Seattle SuperSonics,2000-01
1610612761,Toronto Raptors,82,47,35,0.573,3991.0,102.6,100.5,2.1,0.657,1.86,18.3,0.308,0.732,0.515,0.138,0.468,0.51,93.78,0.522,1,12,12,12,5,11,14,12,7,1,4,4,5,7,1,18,20,18,10,10,Toronto Raptors,2000-01
1610612762,Utah Jazz,82,53,29,0.646,3956.0,104.1,100.0,4.1,0.713,1.63,19.7,0.302,0.732,0.521,0.17,0.497,0.546,92.34,0.548,1,5,5,5,25,5,12,7,1,5,1,5,6,3,26,5,1,21,2,10,Utah Jazz,2000-01
1610612763,Vancouver Grizzlies,82,23,59,0.28,3956.0,96.8,103.2,-6.3,0.662,1.47,18.0,0.261,0.698,0.481,0.166,0.464,0.51,94.13,0.465,1,26,26,26,21,26,26,26,5,13,7,24,27,25,21,20,21,16,24,10,Vancouver Grizzlies,2000-01
1610612764,Washington Wizards,82,19,63,0.232,3936.0,97.8,104.8,-7.0,0.581,1.18,15.7,0.297,0.718,0.503,0.178,0.46,0.514,95.3,0.453,1,27,27,27,29,21,27,27,22,28,25,9,16,10,29,21,17,8,25,10,Washington Wizards,2000-01
1610612737,Atlanta Hawks,82,33,49,0.402,3955.0,99.1,103.7,-4.6,0.57,1.3,15.9,0.275,0.709,0.491,0.164,0.471,0.517,94.38,0.465,1,22,22,22,23,24,21,24,25,27,27,19,17,22,25,18,16,9,24,10,Atlanta Hawks,2001-02
1610612738,Boston Celtics,82,49,33,0.598,3966.0,101.1,98.0,3.1,0.604,1.55,16.5,0.241,0.729,0.479,0.143,0.476,0.52,94.99,0.5,1,8,8,8,8,17,5,10,16,12,23,29,4,26,6,15,14,5,16,10,Boston Celtics,2001-02
1610612766,Charlotte Hornets,82,44,38,0.537,3951.0,101.4,100.0,1.4,0.608,1.53,16.9,0.306,0.722,0.515,0.151,0.466,0.513,92.45,0.513,1,11,11,11,24,15,9,13,14,13,19,10,6,6,10,20,19,20,12,10,Charlotte Hornets,2001-02
1610612741,Chicago Bulls,82,21,61,0.256,3961.0,95.5,104.8,-9.3,0.646,1.45,17.4,0.266,0.714,0.484,0.163,0.456,0.499,93.0,0.436,1,28,28,28,19,28,25,29,3,20,12,23,14,25,23,26,28,14,29,10,Chicago Bulls,2001-02
1610612739,Cleveland Cavaliers,82,29,53,0.354,3971.0,101.7,105.0,-3.3,0.641,1.58,17.9,0.289,0.728,0.51,0.156,0.477,0.524,92.96,0.482,1,24,24,24,6,13,27,22,5,11,6,15,5,7,17,11,13,16,22,10,Cleveland Cavaliers,2001-02
1610612742,Dallas Mavericks,82,57,25,0.695,3976.0,109.5,104.8,4.7,0.566,1.83,17.1,0.261,0.707,0.487,0.126,0.507,0.553,95.27,0.517,1,4,4,4,5,1,24,4,27,1,14,25,19,24,1,2,1,4,11,10,Dallas Mavericks,2001-02
1610612743,Denver Nuggets,82,27,55,0.329,3961.0,97.8,104.9,-7.1,0.623,1.51,17.0,0.306,0.699,0.493,0.156,0.455,0.495,93.26,0.442,1,26,26,26,15,26,26,27,9,17,16,9,24,19,18,27,29,13,28,10,Denver Nuggets,2001-02
1610612765,Detroit Pistons,82,50,32,0.61,3936.0,102.5,99.3,3.3,0.62,1.48,17.4,0.244,0.705,0.476,0.158,0.497,0.54,92.42,0.523,1,6,6,6,29,10,8,9,10,18,11,28,20,29,21,6,4,21,7,10,Detroit Pistons,2001-02
1610612744,Golden State Warriors,82,21,61,0.256,3956.0,99.3,105.6,-6.3,0.569,1.24,15.4,0.353,0.694,0.519,0.171,0.452,0.499,97.49,0.456,1,28,28,28,22,22,28,26,26,29,28,1,26,5,27,29,27,2,26,10,Golden State Warriors,2001-02
1610612745,Houston Rockets,82,28,54,0.341,3996.0,99.7,105.9,-6.1,0.522,1.28,14.7,0.29,0.698,0.492,0.152,0.465,0.507,90.84,0.458,1,25,25,25,1,20,29,25,29,28,29,14,25,20,11,21,22,28,25,10,Houston Rockets,2001-02
1610612754,Indiana Pacers,82,42,40,0.512,3981.0,101.2,101.1,0.1,0.642,1.51,17.7,0.27,0.71,0.495,0.159,0.477,0.527,94.52,0.51,1,15,15,15,3,16,13,16,4,16,9,21,16,17,22,12,12,8,13,10,Indiana Pacers,2001-02
1610612746,Los Angeles Clippers,82,39,43,0.476,3961.0,102.0,103.2,-1.2,0.577,1.41,16.3,0.313,0.699,0.508,0.158,0.476,0.519,92.9,0.495,1,18,18,18,15,12,19,19,24,22,24,7,23,9,20,13,15,17,19,10,Los Angeles Clippers,2001-02
1610612747,Los Angeles Lakers,82,58,24,0.707,3956.0,106.5,98.7,7.8,0.597,1.81,17.6,0.288,0.72,0.506,0.133,0.498,0.534,94.76,0.549,1,2,2,2,20,2,7,1,18,3,10,16,8,10,2,4,7,6,3,10,Los Angeles Lakers,2001-02
1610612763,Memphis Grizzlies,82,23,59,0.28,3956.0,95.4,103.8,-8.4,0.626,1.33,17.0,0.278,0.68,0.479,0.174,0.462,0.501,93.5,0.456,1,27,27,27,20,29,22,28,8,25,17,18,29,27,28,25,26,11,27,10,Memphis Grizzlies,2001-02
1610612748,Miami Heat,82,36,46,0.439,3986.0,96.0,97.6,-1.6,0.594,1.37,16.6,0.266,0.74,0.505,0.163,0.463,0.501,89.73,0.501,1,20,20,20,2,27,4,20,19,24,22,22,1,11,24,23,24,29,15,10,Miami Heat,2001-02
1610612749,Milwaukee Bucks,82,41,41,0.5,3981.0,104.2,103.9,0.4,0.607,1.6,17.8,0.256,0.709,0.493,0.151,0.507,0.544,92.76,0.502,1,17,17,17,4,7,23,15,15,10,7,26,18,18,9,1,2,18,14,10,Milwaukee Bucks,2001-02
1610612750,Minnesota Timberwolves,82,50,32,0.61,3961.0,105.8,102.2,3.6,0.628,1.82,18.5,0.313,0.737,0.528,0.143,0.49,0.532,93.29,0.529,1,6,6,6,15,5,15,6,7,2,1,6,2,1,7,9,9,12,6,10,Minnesota Timberwolves,2001-02
1610612751,New Jersey Nets,82,52,30,0.634,3966.0,101.1,96.6,4.5,0.654,1.67,18.4,0.292,0.716,0.503,0.152,0.476,0.515,94.54,0.537,1,5,5,5,8,18,2,5,2,6,4,13,13,13,12,14,17,7,4,10,New Jersey Nets,2001-02
1610612752,New York Knicks,82,30,52,0.366,3961.0,98.6,103.0,-4.4,0.611,1.44,16.8,0.256,0.719,0.488,0.156,0.468,0.514,92.32,0.466,1,23,23,23,15,25,18,23,12,21,20,27,9,23,19,19,18,22,23,10,New York Knicks,2001-02
1610612753,Orlando Magic,82,44,38,0.537,3966.0,104.1,102.5,1.6,0.584,1.61,16.9,0.263,0.692,0.476,0.141,0.493,0.533,95.75,0.497,1,11,11,11,8,8,17,12,21,8,18,24,27,28,4,7,8,3,17,10,Orlando Magic,2001-02
1610612755,Philadelphia 76ers,82,43,39,0.524,3946.0,99.1,97.5,1.6,0.584,1.3,16.0,0.317,0.721,0.521,0.167,0.452,0.507,91.5,0.52,1,14,14,14,27,23,3,11,22,26,26,4,7,4,26,28,23,26,9,10,Philadelphia 76ers,2001-02
1610612756,Phoenix Suns,82,36,46,0.439,3966.0,100.2,101.0,-0.7,0.593,1.53,17.2,0.301,0.702,0.499,0.155,0.472,0.51,94.21,0.486,1,20,20,20,14,19,11,18,20,14,13,11,21,16,15,16,20,10,20,10,Phoenix Suns,2001-02
1610612757,Portland Trail Blazers,82,49,33,0.598,3966.0,104.4,101.0,3.4,0.641,1.64,18.2,0.318,0.733,0.523,0.154,0.485,0.528,91.98,0.518,1,8,8,8,8,6,12,7,6,7,5,3,3,3,13,10,11,23,10,10,Portland Trail Blazers,2001-02
1610612758,Sacramento Kings,82,61,21,0.744,3951.0,106.4,98.6,7.7,0.6,1.74,17.7,0.279,0.717,0.502,0.14,0.497,0.539,97.99,0.552,1,1,1,1,26,3,6,2,17,4,8,17,11,14,3,5,5,1,2,10,Sacramento Kings,2001-02
1610612759,San Antonio Spurs,82,58,24,0.707,3971.0,104.0,96.5,7.5,0.564,1.39,16.1,0.272,0.719,0.503,0.155,0.492,0.539,92.57,0.554,1,2,2,2,6,9,1,3,28,23,25,20,10,12,14,8,6,19,1,10,San Antonio Spurs,2001-02
1610612760,Seattle SuperSonics,82,45,37,0.549,3966.0,105.8,102.5,3.4,0.615,1.71,18.4,0.294,0.681,0.491,0.148,0.505,0.54,91.69,0.522,1,10,10,10,8,4,16,8,11,5,3,12,28,21,8,3,3,24,8,10,Seattle SuperSonics,2001-02
1610612761,Toronto Raptors,82,42,40,0.512,3951.0,99.4,100.0,-0.6,0.609,1.52,17.0,0.314,0.701,0.501,0.156,0.463,0.501,91.56,0.496,1,15,15,15,25,21,10,17,13,15,15,5,22,15,16,24,25,25,18,10,Toronto Raptors,2001-02
1610612762,Utah Jazz,82,44,38,0.537,3966.0,102.4,101.6,0.8,0.697,1.48,18.5,0.335,0.717,0.525,0.176,0.472,0.529,92.98,0.53,1,11,11,11,8,11,14,14,1,19,2,2,12,2,29,17,10,15,5,10,Utah Jazz,2001-02
1610612764,Washington Wizards,82,37,45,0.451,3946.0,101.5,103.2,-1.7,0.584,1.61,16.7,0.307,0.714,0.508,0.142,0.464,0.508,91.11,0.486,1,19,19,19,27,14,20,21,23,9,21,8,15,8,5,22,21,27,21,10,Washington Wizards,2001-02
1610612737,Atlanta Hawks,82,35,47,0.427,3981.0,99.6,102.8,-3.2,0.587,1.23,16.2,0.279,0.704,0.5,0.176,0.476,0.527,93.67,0.483,1,22,22,22,5,22,21,22,18,26,19,18,22,14,26,12,10,16,19,10,Atlanta Hawks,2002-03
1610612738,Boston Celtics,82,44,38,0.537,3966.0,98.9,98.5,0.4,0.583,1.37,15.6,0.236,0.725,0.474,0.149,0.47,0.514,93.37,0.48,1,13,13,13,14,24,7,17,19,19,24,29,10,29,9,19,20,17,22,10,Boston Celtics,2002-03
1610612741,Chicago Bulls,82,30,52,0.366,3985.0,97.3,103.1,-5.8,0.596,1.28,16.5,0.277,0.695,0.489,0.173,0.471,0.512,96.14,0.457,1,23,23,23,4,26,22,25,16,23,15,19,27,22,25,18,23,4,25,10,Chicago Bulls,2002-03
1610612739,Cleveland Cavaliers,82,17,65,0.207,3966.0,93.5,103.6,-10.1,0.601,1.14,15.8,0.31,0.732,0.517,0.187,0.444,0.491,96.86,0.431,1,28,28,28,14,28,24,29,13,29,23,5,4,4,28,27,27,3,28,10,Cleveland Cavaliers,2002-03
1610612742,Dallas Mavericks,82,60,22,0.732,3956.0,108.2,99.4,8.8,0.581,1.94,17.4,0.254,0.709,0.481,0.121,0.498,0.543,95.01,0.546,1,1,1,1,24,1,9,1,20,1,10,27,19,25,1,3,1,8,4,10,Dallas Mavericks,2002-03
1610612743,Denver Nuggets,82,17,65,0.207,3946.0,88.9,99.0,-10.0,0.646,1.15,16.4,0.313,0.733,0.513,0.195,0.428,0.469,93.78,0.425,1,28,28,28,29,29,8,28,5,28,17,4,3,8,29,29,29,15,29,10,Denver Nuggets,2002-03
1610612765,Detroit Pistons,82,50,32,0.61,3981.0,101.4,97.3,4.2,0.6,1.47,16.4,0.259,0.74,0.496,0.149,0.473,0.523,89.1,0.525,1,5,5,5,7,14,4,5,14,15,16,24,1,19,10,14,14,29,8,10,Detroit Pistons,2002-03
1610612744,Golden State Warriors,82,38,44,0.463,3951.0,105.0,106.0,-1.0,0.559,1.32,15.6,0.35,0.679,0.516,0.162,0.472,0.526,97.25,0.492,1,19,19,19,26,3,29,20,26,21,25,1,29,5,20,17,13,2,18,10,Golden State Warriors,2002-03
1610612745,Houston Rockets,82,43,39,0.524,3986.0,101.0,99.9,1.1,0.53,1.18,14.8,0.303,0.724,0.518,0.168,0.474,0.522,91.46,0.511,1,15,15,15,1,16,14,14,29,27,29,6,11,3,23,13,15,25,13,10,Houston Rockets,2002-03
1610612754,Indiana Pacers,82,48,34,0.585,3981.0,101.6,97.9,3.7,0.656,1.58,17.8,0.29,0.723,0.511,0.155,0.469,0.522,94.23,0.538,1,9,9,9,6,12,5,6,2,7,4,12,13,9,13,20,16,11,6,10,Indiana Pacers,2002-03
1610612746,Los Angeles Clippers,82,27,55,0.329,3951.0,99.5,103.6,-4.1,0.566,1.24,15.5,0.291,0.702,0.497,0.167,0.467,0.516,94.03,0.47,1,25,25,25,26,23,23,24,24,25,26,11,25,16,22,22,19,13,24,10,Los Angeles Clippers,2002-03
1610612747,Los Angeles Lakers,82,50,32,0.61,3986.0,104.1,101.8,2.3,0.618,1.6,17.5,0.302,0.727,0.513,0.151,0.486,0.528,95.15,0.52,1,5,5,5,1,4,19,10,10,6,9,9,8,6,11,8,9,7,9,10,Los Angeles Lakers,2002-03
